>>> ===== Printing run time =====
> [ build_map ] average time usage: 4.03668 ms , called times: 558
> [ calculate_residual_jacobian ] average time usage: 0.00610369 ms , called times: 92273
> [ constraint_integrity_analysis ] average time usage: 1.16363 ms , called times: 558
> [ data_associate ] average time usage: 0.0861893 ms , called times: 53427
> [ ieskf_update ] average time usage: 0.0213117 ms , called times: 92273
> [ process_a_subframe ] average time usage: 14.5681 ms , called times: 558
> [ run ] average time usage: 21.239 ms , called times: 558
> [ split_lidar_points ] average time usage: 1.45982 ms , called times: 558
>>> ===== Printing run time end =====
build_map, calculate_residual_jacobian, constraint_integrity_analysis, data_associate, ieskf_update, process_a_subframe, run, split_lidar_points, 
,0.004598,,0.02084,0.015369,,,,
,0.00527,,0.038854,0.020589,,,,
,0.00527,,0.030608,0.016632,,,,
,0.0052,,0.029806,0.016572,,,,
,0.005219,,0.142882,0.01585,,,,
,0.00522,,0.078009,0.016742,,,,
,0.002395,,0.045347,0.016802,,,,
,0.002284,,0.089089,0.013626,,,,
,0.002345,,0.037091,0.013876,,,,
,0.002274,,0.025649,0.013155,,,,
,0.002284,,0.022673,0.013486,,,,
,0.002334,,0.022804,0.013246,,,,
,0.002325,,0.228174,0.013185,,,,
,0.004669,,0.085503,0.017744,,,,
,0.004659,,0.051328,0.015499,,,,
,0.004699,,0.123676,0.01584,,,,
,0.004669,,0.040968,0.015369,,,,
,0.004718,,0.023135,0.01576,,,,
,0.00479,,0.021811,0.016842,,,,
,0.004769,,0.164974,0.01536,,,,
,0.004799,,0.080322,0.01578,,,,
,0.00481,,0.052901,0.015529,,,,
,0.004809,,0.103908,0.01576,,,,
,0.004879,,0.040157,0.01547,,,,
,0.00483,,0.026441,0.01575,,,,
,0.004789,,0.067097,0.01553,,,,
,0.004809,,0.074482,0.01587,,,,
,0.001533,,0.197235,0.013456,,,,
,0.001493,,0.080183,0.012253,,,,
,0.001734,,0.055917,0.012754,,,,
,0.001664,,0.054393,0.012514,,,,
,0.001673,,0.067909,0.012624,,,,
,0.001653,,0.217995,0.012333,,,,
,0.001673,,0.069543,0.012454,,,,
,0.005881,,0.04204,0.018595,,,,
,0.005832,,0.038864,0.016471,,,,
,0.005811,,0.035077,0.016562,,,,
,0.005801,,0.029446,0.016482,,,,
,0.005811,,0.029086,0.016491,,,,
,0.001984,,0.15225,0.013346,,,,
,0.001894,,0.062319,0.012704,,,,
,0.001984,,0.08384,0.012784,,,,
,0.001844,,0.034295,0.012724,,,,
,0.001833,,0.124857,0.013055,,,,
,0.004759,,0.044334,0.020308,,,,
,0.004769,,0.03715,0.016221,,,,
,0.004759,,0.103877,0.015971,,,,
,0.00477,,0.029717,0.015339,,,,
,0.004699,,0.024677,0.01554,,,,
,0.004338,,0.187446,0.016551,,,,
,0.004348,,0.132201,0.015109,,,,
,0.004358,,0.075784,0.015459,,,,
,0.001373,,0.077257,0.012734,,,,
,0.001282,,0.021941,0.012063,,,,
,0.001262,,0.016701,0.012153,,,,
,0.002675,,0.203317,0.015129,,,,
,0.002675,,0.137481,0.013766,,,,
,0.002655,,0.057049,0.013636,,,,
,0.003136,,0.051638,0.023886,,,,
,0.002645,,0.182377,0.021611,,,,
,0.003196,,0.0837,0.016301,,,,
,0.003076,,0.048403,0.014087,,,,
,0.003356,,0.04225,0.014227,,,,
,0.003116,,0.084631,0.013687,,,,
,0.003096,,0.040597,0.013876,,,,
,0.001924,,0.022593,0.013957,,,,
,0.001944,,0.022263,0.012665,,,,
,0.002034,,0.290673,0.013155,,,,
,0.001954,,0.243884,0.012564,,,,
,0.001934,,0.108567,0.012594,,,,
,0.001954,,0.076526,0.012554,,,,
,0.001964,,0.067227,0.012685,,,,
,0.001974,,0.075003,0.012644,,,,
,0.001954,,0.135808,0.012794,,,,
,0.006081,,0.056587,0.019768,,,,
,0.006092,,0.026129,0.016502,,,,
,0.006051,,0.022813,0.016561,,,,
,0.006101,,0.102104,0.016762,,,,
,0.006101,,0.032952,0.016561,,,,
,0.005912,,0.020479,0.018846,,,,
,0.006061,,0.018936,0.016913,,,,
,0.005921,,0.018665,0.017043,,,,
,0.005951,,0.018746,0.016662,,,,
,0.005872,,0.122524,0.016692,,,,
,0.005931,,0.068059,0.016531,,,,
,0.005891,,0.040397,0.016732,,,,
,0.005931,,0.028975,0.042822,,,,
,0.005921,,0.008165,0.018996,,,,
,0.005892,,0.175554,0.016612,,,,
,0.005962,,0.076154,0.016682,,,,
,0.004769,,0.051518,0.032011,,,,
,0.004398,,0.049704,0.026089,,,,
,0.004598,,0.088148,0.017033,,,,
,0.004388,,0.050617,0.01562,,,,
,0.004409,,0.13146,0.016532,,,,
,0.005039,,0.039626,0.019337,,,,
,0.004749,,0.029245,0.06317,,,,
,0.004809,,0.029055,0.016452,,,,
,0.004739,,0.035026,0.01566,,,,
,0.004879,,0.023996,0.016312,,,,
,0.002865,,0.10485,0.014999,,,,
,0.002855,,0.069803,0.013706,,,,
,0.002876,,0.039916,0.014017,,,,
,0.002895,,0.037141,0.013757,,,,
,0.002885,,0.142381,0.013736,,,,
,0.006272,,0.061717,0.018856,,,,
,0.006202,,0.041268,0.016822,,,,
,0.006161,,0.127843,0.016772,,,,
,0.002816,,0.05773,0.014788,,,,
,0.002765,,0.064653,0.013947,,,,
,0.002775,,0.037652,0.013866,,,,
,0.002705,,0.126561,0.013716,,,,
,0.002645,,0.051267,0.017132,,,,
,0.002625,,0.045246,0.013636,,,,
,0.002625,,0.099951,0.013696,,,,
,0.002645,,0.045056,0.013536,,,,
,0.002625,,0.037001,0.013787,,,,
,0.001613,,0.032482,0.014537,,,,
,0.001603,,0.031409,0.012564,,,,
,0.001783,,0.030298,0.013246,,,,
,0.001643,,0.100321,0.012534,,,,
,0.001663,,0.048593,0.012855,,,,
,0.003376,,0.031931,0.016041,,,,
,0.003417,,0.029757,0.014267,,,,
,0.003497,,0.152841,0.015059,,,,
,0.003446,,0.093608,0.014328,,,,
,0.003436,,0.08384,0.014768,,,,
,0.003307,,0.098818,0.015279,,,,
,0.003316,,0.051708,0.014157,,,,
,0.003356,,0.033745,0.014378,,,,
,0.003306,,0.281395,0.014167,,,,
,0.003306,,0.15765,0.014438,,,,
,0.004508,,0.079412,0.019988,,,,
,0.004549,,0.017623,0.018746,,,,
,0.004649,,0.012243,0.016101,,,,
,0.004739,,0.039224,0.01555,,,,
,0.004699,,0.028505,0.016121,,,,
,0.004699,,0.2368,0.015499,,,,
,0.004719,,0.113806,0.015841,,,,
,0.003857,,0.061396,0.01561,,,,
,0.003807,,0.105301,0.014598,,,,
,0.003818,,0.032351,0.014978,,,,
,0.006162,,0.011231,0.018996,,,,
,0.006102,,0.008947,0.016862,,,,
,0.006161,,0.041769,0.016671,,,,
,0.006111,,0.018365,0.016551,,,,
,0.006091,,0.012774,0.016532,,,,
,0.006122,,0.105351,0.016612,,,,
,0.006092,,0.046799,0.016541,,,,
,0.006151,,0.032181,0.016481,,,,
,0.006151,,0.030638,0.016591,,,,
,0.005921,,0.217003,0.020699,,,,
,0.005911,,0.109278,0.016982,,,,
,0.005891,,0.064473,0.016742,,,,
,0.005911,,0.050256,0.016701,,,,
,0.005911,,0.102214,0.017043,,,,
,0.005901,,0.046599,0.016441,,,,
,0.006001,,0.034716,0.019848,,,,
,0.006954,,0.084661,0.03103,,,,
,0.006833,,0.03155,0.035248,,,,
,0.006693,,0.024437,0.019727,,,,
,0.006672,,0.16322,0.017643,,,,
,0.006663,,0.084631,0.017834,,,,
,0.012073,,0.068521,0.030899,,,,
,0.012474,,0.053943,0.037101,,,,
,0.012594,,0.052661,0.037582,,,,
,0.012504,,0.044285,0.03684,,,,
,0.011932,,0.023906,0.023455,,,,
,0.011933,,0.032532,0.022713,,,,
,0.011862,,0.019518,0.023395,,,,
,0.011833,,0.019007,0.022513,,,,
,0.011883,,0.032262,0.022803,,,,
,0.012063,,0.030669,0.022292,,,,
,0.006492,,0.027422,0.029797,,,,
,0.005731,,0.028875,0.017313,,,,
,0.005511,,0.027452,0.017934,,,,
,0.00558,,0.027422,0.016812,,,,
,0.005631,,0.014077,0.017704,,,,
,0.005611,,0.013155,0.017153,,,,
,0.005731,,0.004468,0.02117,,,,
,0.000992,,0.003657,0.014017,,,,
,0.000932,,0.027903,0.012133,,,,
,0.000972,,0.011301,0.0214,,,,
,0.001092,,0.012463,0.021361,,,,
,0.001002,,0.007034,0.019798,,,,
,0.003256,,0.006543,0.019637,,,,
,0.002746,,0.089099,0.015519,,,,
,0.003336,,0.040327,0.02633,,,,
,0.002966,,0.0265,0.025148,,,,
,0.003306,,0.087417,0.016912,,,,
,0.003006,,0.028564,0.015339,,,,
,0.002986,,0.021531,0.01546,,,,
,0.003016,,0.019937,0.015209,,,,
,0.002986,,0.03142,0.015349,,,,
,0.007384,,0.012173,0.033464,,,,
,0.007835,,0.058251,0.030168,,,,
,0.007725,,0.020228,0.023004,,,,
,0.008226,,0.016231,0.033474,,,,
,0.007685,,0.014277,0.030338,,,,
,0.007474,,0.013536,0.019787,,,,
,0.007544,,0.096414,0.032232,,,,
,0.007524,,0.03183,0.019638,,,,
,0.007514,,0.150677,0.018535,,,,
,0.007594,,0.06837,0.018966,,,,
,0.008637,,0.044575,0.053031,,,,
,0.008376,,0.043493,0.020178,,,,
,0.008326,,0.012774,0.019467,,,,
,0.008416,,0.093713,0.019117,,,,
,0.008336,,0.003767,0.019376,,,,
,0.001573,,0.002665,0.021792,,,,
,0.001292,,0.002515,0.022262,,,,
,0.001283,,0.052069,0.012975,,,,
,0.001242,,0.034004,0.012253,,,,
,0.001252,,0.034836,0.012082,,,,
,0.005641,,0.030989,0.030668,,,,
,0.004839,,0.025278,0.02619,,,,
,0.00489,,0.005822,0.025438,,,,
,0.004619,,0.0056,0.01583,,,,
,0.004659,,0.071717,0.027993,,,,
,0.064332,,0.029376,0.029326,,,,
,0.013756,,0.015009,0.038333,,,,
,0.012654,,0.008486,0.032582,,,,
,0.012123,,0.063982,0.022653,,,,
,0.012083,,0.02073,0.022823,,,,
,0.012023,,0.026962,0.022423,,,,
,0.013856,,0.010901,0.024407,,,,
,0.012113,,0.007514,0.030798,,,,
,0.012253,,0.007504,0.023154,,,,
,0.012243,,0.032372,0.022403,,,,
,0.003777,,0.028074,0.016712,,,,
,0.003476,,0.128314,0.014317,,,,
,0.003486,,0.061838,0.014718,,,,
,0.003486,,0.042471,0.014928,,,,
,0.003798,,0.030839,0.018044,,,,
,0.003536,,0.029296,0.014578,,,,
,0.003527,,0.096644,0.014507,,,,
,0.004448,,0.032271,0.027733,,,,
,0.004428,,0.027122,0.024557,,,,
,0.004418,,0.19459,0.02635,,,,
,0.002164,,0.081575,0.024356,,,,
,0.002375,,0.044605,0.023114,,,,
,0.002415,,0.023735,0.025449,,,,
,0.002284,,0.017924,0.013295,,,,
,0.002214,,0.027793,0.014337,,,,
,0.009628,,0.022583,0.03648,,,,
,0.008226,,0.023004,0.024216,,,,
,0.008095,,0.03139,0.020069,,,,
,0.008076,,0.027622,0.018996,,,,
,0.008106,,0.027583,0.030698,,,,
,0.008076,,0.027572,0.030939,,,,
,0.008567,,0.027672,0.032993,,,,
,0.002876,,0.013095,0.016121,,,,
,0.002935,,0.012274,0.014698,,,,
,0.002875,,0.017323,0.014447,,,,
,0.002886,,0.016592,0.014107,,,,
,0.002886,,0.053532,0.014537,,,,
,0.00533,,0.030748,0.020278,,,,
,0.00527,,0.016111,0.017023,,,,
,0.005922,,0.012614,0.029696,,,,
,0.005651,,0.01572,0.027573,,,,
,0.005471,,0.006362,0.02101,,,,
,0.006502,,0.004979,0.033644,,,,
,0.006372,,0.032972,0.032933,,,,
,0.005871,,0.027712,0.022072,,,,
,0.00561,,0.027252,0.016772,,,,
,0.005601,,0.076626,0.017513,,,,
,0.012503,,0.040427,0.044174,,,,
,0.011011,,0.014888,0.03689,,,,
,0.011652,,0.15229,0.035217,,,,
,0.01055,,0.036289,0.03186,,,,
,0.013746,,0.039936,0.023625,,,,
,0.01044,,0.170354,0.02127,,,,
,0.010801,,0.055716,0.038653,,,,
,0.011803,,0.037221,0.035347,,,,
,0.012313,,0.058642,0.036679,,,,
,0.011432,,0.018615,0.022793,,,,
,0.003527,,0.014157,0.028104,,,,
,0.003567,,0.033714,0.025248,,,,
,0.003777,,0.027563,0.029316,,,,
,0.003567,,0.048201,0.017944,,,,
,0.003577,,0.013456,0.025739,,,,
,0.003237,,0.013566,0.015479,,,,
,0.003216,,0.164402,0.014076,,,,
,0.003176,,0.058632,0.013977,,,,
,0.006653,,0.047049,0.020789,,,,
,0.006583,,0.057529,0.017384,,,,
,0.006592,,0.016752,0.017824,,,,
,0.006602,,0.007945,0.017223,,,,
,0.006633,,0.007173,0.017593,,,,
,0.004389,,0.003707,0.027833,,,,
,0.004459,,0.003347,0.067258,,,,
,0.004408,,0.017202,0.032212,,,,
,0.004538,,0.008787,0.030719,,,,
,0.004358,,0.006542,0.016762,,,,
,0.006052,,0.005751,0.0158,,,,
,0.006742,,0.053461,0.016762,,,,
,0.009689,,0.019838,0.027833,,,,
,0.009498,,0.014498,0.020249,,,,
,0.009538,,0.015319,0.022683,,,,
,0.00544,,0.004879,0.017493,,,,
,0.00541,,0.004899,0.016371,,,,
,0.00544,,0.035457,0.017082,,,,
,0.00528,,0.028103,0.016581,,,,
,0.005401,,0.102305,0.017323,,,,
,0.00532,,0.056307,0.067368,,,,
,0.00529,,0.035147,0.019547,,,,
,0.006402,,0.030769,0.019687,,,,
,0.007785,,0.050997,0.135327,,,,
,0.006312,,0.019247,0.021431,,,,
,0.006152,,0.012784,0.018956,,,,
,0.006242,,0.012734,0.02107,,,,
,0.001623,,0.059974,0.014198,,,,
,0.001443,,0.025299,0.014567,,,,
,0.001463,,0.021461,0.012384,,,,
,0.001462,,0.022573,0.014126,,,,
,0.001583,,0.050666,0.022964,,,,
,0.006001,,0.029086,0.02127,,,,
,0.005841,,0.018836,0.019528,,,,
,0.005721,,0.123755,0.173189,,,,
,0.005811,,0.061336,0.018375,,,,
,0.007384,,0.037311,0.02071,,,,
,0.004338,,0.073009,0.019337,,,,
,0.004278,,0.023676,0.0155,,,,
,0.004319,,0.021431,0.017213,,,,
,0.006422,,0.118876,0.035848,,,,
,0.006683,,0.045316,0.027933,,,,
,0.006603,,0.039175,0.028234,,,,
,0.001232,,0.016742,0.045276,,,,
,0.001002,,0.007985,0.025719,,,,
,0.000952,,0.007425,0.020909,,,,
,0.000972,,0.002185,0.024727,,,,
,0.001022,,0.002184,0.0209,,,,
,0.005541,,0.027873,0.020779,,,,
,0.004609,,0.025158,0.016311,,,,
,0.004639,,0.024467,0.016151,,,,
,0.006523,,0.129577,0.022273,,,,
,0.005981,,0.072098,0.017794,,,,
,0.006172,,0.033644,0.018415,,,,
,0.005951,,0.035768,0.017093,,,,
,0.006212,,0.019397,0.032572,,,,
,0.006102,,0.006692,0.029266,,,,
,0.006553,,0.00537,0.032923,,,,
,0.006182,,0.075363,0.027171,,,,
,0.006642,,0.03151,0.028534,,,,
,0.006372,,0.029998,0.028664,,,,
,0.007895,,0.061918,0.024857,,,,
,0.007594,,0.021751,0.018806,,,,
,0.007755,,0.018716,0.019226,,,,
,0.004749,,0.03172,0.248403,,,,
,0.004779,,0.009458,0.016231,,,,
,0.004779,,0.04751,0.01571,,,,
,0.004789,,0.045206,0.276806,,,,
,0.00548,,0.045527,0.02112,,,,
,0.007244,,0.044805,0.020479,,,,
,0.007284,,0.044816,0.018435,,,,
,0.007354,,0.038784,0.018776,,,,
,0.007264,,0.020408,0.017784,,,,
,0.007304,,0.013426,0.057148,,,,
,0.003096,,0.174612,0.027753,,,,
,0.002836,,0.103057,0.014608,,,,
,0.002826,,0.062199,0.013916,,,,
,0.002154,,0.047039,0.021441,,,,
,0.001914,,0.045747,0.016111,,,,
,0.001894,,0.107204,0.030117,,,,
,0.001883,,0.037201,0.013355,,,,
,0.001884,,0.032432,0.012745,,,,
,0.001653,,0.097636,0.014317,,,,
,0.001433,,0.044344,0.012393,,,,
,0.001543,,0.032963,0.012715,,,,
,0.001553,,0.026351,0.012564,,,,
,0.001543,,0.012724,0.012493,,,,
,0.001533,,0.011953,0.012393,,,,
,0.001523,,0.046548,0.012574,,,,
,0.007505,,0.031329,0.023164,,,,
,0.007224,,0.030618,0.017914,,,,
,0.007364,,0.069232,0.021932,,,,
,0.007234,,0.027783,0.018104,,,,
,0.007234,,0.030748,0.017974,,,,
,0.007214,,0.017513,0.018035,,,,
,0.007254,,0.018194,0.018194,,,,
,6e-05,,0.033293,0.011272,,,,
,0.005551,,0.029977,0.027322,,,,
,0.005621,,0.011983,0.029987,,,,
,0.00535,,0.00537,0.016562,,,,
,0.00532,,0.004559,0.016131,,,,
,0.00563,,0.043853,0.028775,,,,
,0.005771,,0.024546,0.020188,,,,
,0.005711,,0.020379,0.018175,,,,
,0.006162,,0.010009,0.030338,,,,
,0.005921,,0.004578,0.027232,,,,
,0.005721,,0.029255,0.016993,,,,
,0.005721,,0.012645,0.016381,,,,
,0.005741,,0.008276,0.016692,,,,
,0.004208,,0.059483,0.016792,,,,
,0.003878,,0.033554,0.014778,,,,
,0.003898,,0.035618,0.015229,,,,
,0.003908,,0.106994,0.014658,,,,
,0.003898,,0.061888,0.014848,,,,
,0.003928,,0.036861,0.015269,,,,
,0.003858,,0.038534,0.014648,,,,
,0.003807,,0.033394,0.035187,,,,
,0.003767,,0.032782,0.015108,,,,
,0.003747,,0.032642,0.014838,,,,
,0.00542,,0.032582,0.018165,,,,
,0.00544,,0.032602,0.01605,,,,
,0.00535,,0.072287,0.016532,,,,
,0.00538,,0.034987,0.01584,,,,
,0.00533,,0.022804,0.016532,,,,
,0.005331,,0.021,0.01582,,,,
,0.00532,,0.021391,0.016161,,,,
,0.003247,,0.020659,0.018245,,,,
,0.003086,,0.10499,0.015159,,,,
,0.002996,,0.03192,0.014508,,,,
,0.003016,,0.027993,0.014107,,,,
,0.003076,,0.091534,0.014307,,,,
,0.00515,,0.027382,0.017153,,,,
,0.0051,,0.107976,0.01587,,,,
,0.004979,,0.043763,0.016611,,,,
,0.00499,,0.046739,0.01575,,,,
,0.004989,,0.037502,0.016021,,,,
,0.001633,,0.069021,0.013235,,,,
,0.001403,,0.029386,0.012164,,,,
,0.001412,,0.022763,0.012053,,,,
,0.008036,,0.034335,0.02089,,,,
,0.007955,,0.029837,0.18382,,,,
,0.007965,,0.059523,0.019868,,,,
,0.007955,,0.037752,0.018826,,,,
,0.007945,,0.022212,0.018635,,,,
,0.007965,,0.033294,0.018956,,,,
,0.007915,,0.01089,0.018816,,,,
,0.007925,,0.009879,0.018936,,,,
,0.008036,,0.055476,0.022402,,,,
,0.007995,,0.020479,0.018645,,,,
,0.008005,,0.017924,0.018685,,,,
,0.008166,,0.017574,0.018766,,,,
,0.004939,,0.027913,0.017143,,,,
,0.004999,,0.013716,0.016011,,,,
,0.005059,,0.011471,0.016923,,,,
,0.00508,,0.084741,0.01585,,,,
,0.005099,,0.04218,0.016892,,,,
,0.00509,,0.033093,0.01578,,,,
,0.004979,,0.053872,0.016381,,,,
,0.00515,,0.028534,0.023755,,,,
,0.005109,,0.023695,0.026541,,,,
,0.002965,,0.022713,0.017122,,,,
,0.002996,,0.022613,0.01543,,,,
,0.003026,,0.022533,0.015299,,,,
,0.001673,,0.037481,0.014378,,,,
,0.001663,,0.033825,0.013135,,,,
,0.001663,,0.048592,0.012814,,,,
,0.003367,,0.020549,0.01596,,,,
,0.003336,,0.020369,0.014056,,,,
,0.003336,,0.017383,0.013876,,,,
,0.008646,,0.150026,0.050456,,,,
,0.008767,,0.062509,0.039124,,,,
,0.008085,,0.040577,0.02611,,,,
,0.006863,,0.087767,0.016491,,,,
,0.00546,,0.040948,0.016612,,,,
,0.003466,,0.02663,0.017333,,,,
,0.004088,,0.025268,0.025078,,,,
,0.003837,,0.124667,0.017173,,,,
,0.003496,,0.06326,0.014838,,,,
,0.003777,,0.044835,0.032582,,,,
,0.001052,,0.055395,0.01597,,,,
,0.000871,,0.059944,0.012474,,,,
,0.000871,,0.024807,0.032532,,,,
,0.006172,,0.021571,0.021661,,,,
,0.006061,,0.07352,0.017844,,,,
,0.006392,,0.025328,0.018475,,,,
,0.006222,,0.021822,0.017343,,,,
,0.006201,,0.01607,0.017794,,,,
,0.003797,,0.159133,0.016942,,,,
,0.003778,,0.07849,0.014578,,,,
,0.003778,,0.050296,0.014888,,,,
,0.003828,,0.097756,0.014838,,,,
,0.003767,,0.044043,0.014959,,,,
,0.003757,,0.025308,0.014347,,,,
,0.003798,,0.070284,0.014688,,,,
,0.003787,,0.046879,0.014547,,,,
,0.003767,,0.045747,0.014567,,,,
,0.00499,,0.043913,0.018756,,,,
,0.00502,,0.045136,0.016131,,,,
,0.00484,,0.129597,0.017403,,,,
,0.004889,,0.091364,0.01569,,,,
,0.004869,,0.043112,0.016281,,,,
,0.005371,,0.023786,0.018846,,,,
,0.00539,,0.022052,0.016081,,,,
,0.005411,,0.108827,0.016602,,,,
,0.00518,,0.06324,0.018035,,,,
,0.00502,,0.028364,0.016392,,,,
,0.00502,,0.033925,0.017272,,,,
,0.00511,,0.012744,0.015981,,,,
,0.005039,,0.011401,0.016301,,,,
,0.00524,,0.011301,0.020739,,,,
,0.0052,,0.011312,0.016982,,,,
,0.00532,,0.057249,0.017002,,,,
,0.00527,,0.039065,0.01578,,,,
,0.00537,,0.038684,0.016552,,,,
,0.00534,,0.038884,0.01587,,,,
,0.00528,,0.079832,0.016231,,,,
,0.005941,,0.038453,0.018606,,,,
,0.005921,,0.029666,0.016652,,,,
,0.005951,,0.141068,0.017053,,,,
,0.005942,,0.051579,0.016551,,,,
,0.005931,,0.047741,0.017653,,,,
,0.003957,,0.045517,0.01601,,,,
,0.003998,,0.046088,0.014778,,,,
,0.004027,,0.045406,0.015018,,,,
,0.003286,,0.069753,0.015229,,,,
,0.003397,,0.025709,0.013977,,,,
,0.003356,,0.01566,0.013937,,,,
,0.00497,,0.012644,0.017473,,,,
,0.004999,,0.012083,0.01589,,,,
,0.005,,0.012223,0.017163,,,,
,0.005019,,0.177017,0.01597,,,,
,0.005029,,0.08431,0.016321,,,,
,0.005009,,0.05757,0.01589,,,,
,0.005,,0.047461,0.016301,,,,
,0.003176,,0.16835,0.014778,,,,
,0.003186,,0.065375,0.014067,,,,
,0.003146,,0.148001,0.013906,,,,
,0.003167,,0.058721,0.013816,,,,
,0.003166,,0.04191,0.013937,,,,
,0.007845,,0.071045,0.021832,,,,
,0.007815,,0.044454,0.018726,,,,
,0.007915,,0.033493,0.018676,,,,
,0.007835,,0.02632,0.018445,,,,
,0.007825,,0.139305,0.018826,,,,
,0.004118,,0.075774,0.016612,,,,
,0.004138,,0.035127,0.031189,,,,
,0.004178,,0.033374,0.018365,,,,
,0.004188,,0.162059,0.015229,,,,
,0.004178,,0.097746,0.0158,,,,
,0.004198,,0.060475,0.014979,,,,
,0.004187,,0.17873,0.015269,,,,
,0.004248,,0.077848,0.014899,,,,
,0.004208,,0.050456,0.015229,,,,
,0.003197,,0.085183,0.015359,,,,
,0.003216,,0.06312,0.014318,,,,
,0.003256,,0.069483,0.014508,,,,
,0.003247,,0.056989,0.014237,,,,
,0.003266,,0.129998,0.014258,,,,
,0.003297,,0.071546,0.013856,,,,
,0.003276,,0.038483,0.014147,,,,
,0.003266,,0.24729,0.013816,,,,
,0.003256,,0.151789,0.013997,,,,
,0.001543,,0.077928,0.013075,,,,
,0.001764,,0.0633,0.021381,,,,
,0.001483,,0.076846,0.023885,,,,
,0.001393,,0.019968,0.012664,,,,
,0.001513,,0.019397,0.013055,,,,
,0.001383,,0.017233,0.012153,,,,
,0.001402,,0.14715,0.012283,,,,
,0.001402,,0.064393,0.012233,,,,
,0.001433,,0.045447,0.012194,,,,
,0.00484,,0.134987,0.018185,,,,
,0.004839,,0.050747,0.01583,,,,
,0.004829,,0.046328,0.017033,,,,
,0.004859,,0.165024,0.016271,,,,
,0.004839,,0.073219,0.016341,,,,
,0.006693,,0.05289,0.024206,,,,
,0.006582,,0.043834,0.018786,,,,
,0.006782,,0.172869,0.022092,,,,
,0.006954,,0.05805,0.03647,,,,
,0.006843,,0.150717,0.018736,,,,
,0.003457,,0.049113,0.017413,,,,
,0.022533,,0.028996,0.017593,,,,
,0.003396,,0.138644,0.014928,,,,
,0.003407,,0.071696,0.014377,,,,
,0.003377,,0.051107,0.014478,,,,
,0.003417,,0.051949,0.014117,,,,
,0.003417,,0.014627,0.014658,,,,
,0.003406,,0.013456,0.014137,,,,
,0.003417,,0.110821,0.014398,,,,
,0.006542,,0.066246,0.022503,,,,
,0.006602,,0.05239,0.019046,,,,
,0.006563,,0.043784,0.019717,,,,
,0.006572,,0.04159,0.017543,,,,
,0.006493,,0.041279,0.017824,,,,
,0.006502,,0.163271,0.017173,,,,
,0.006552,,0.067598,0.017673,,,,
,0.001463,,0.048652,0.013545,,,,
,0.001372,,0.045216,0.012744,,,,
,0.001382,,0.109258,0.012423,,,,
,0.001363,,0.050015,0.012323,,,,
,0.001383,,0.058191,0.012173,,,,
,0.005911,,0.035227,0.018555,,,,
,0.005831,,0.033093,0.016571,,,,
,0.005892,,0.033303,0.016632,,,,
,0.00529,,0.122183,0.017754,,,,
,0.00527,,0.050736,0.01616,,,,
,0.0052,,0.039996,0.016572,,,,
,0.005291,,0.036599,0.0159,,,,
,0.00513,,0.063751,0.016331,,,,
,0.00509,,0.069653,0.027953,,,,
,0.00507,,0.022853,0.015901,,,,
,0.005089,,0.019046,0.016691,,,,
,0.00513,,0.196433,0.01568,,,,
,0.00514,,0.093197,0.01597,,,,
,0.0051,,0.116873,0.01565,,,,
,0.005079,,0.064082,0.01584,,,,
,0.008026,,0.132221,0.040808,,,,
,0.007955,,0.046309,0.019166,,,,
,0.007965,,0.045527,0.018635,,,,
,0.007945,,0.02105,0.018556,,,,
,0.008135,,0.012313,0.018666,,,,
,0.002655,,0.011502,0.015069,,,,
,0.002234,,0.011462,0.013225,,,,
,0.002284,,0.107014,0.013696,,,,
,0.002224,,0.051698,0.013085,,,,
,0.002214,,0.033544,0.013155,,,,
,0.002194,,0.033634,0.012954,,,,
,0.002224,,0.087938,0.013777,,,,
,0.002225,,0.035107,0.012975,,,,
,0.002205,,0.026229,0.013145,,,,
,0.002204,,0.025889,0.012985,,,,
,0.002244,,0.02607,0.013135,,,,
,0.003838,,0.025348,0.016361,,,,
,0.003888,,0.131931,0.014588,,,,
,0.003958,,0.087947,0.015169,,,,
,0.003908,,0.052139,0.014508,,,,
,0.003898,,0.160045,0.014768,,,,
,0.000992,,0.080393,0.012685,,,,
,0.000922,,0.064934,0.011953,,,,
,0.000932,,0.056027,0.012354,,,,
,0.000951,,0.144085,0.011752,,,,
,0.000932,,0.304869,0.011682,,,,
,0.004168,,0.140517,0.016912,,,,
,0.004168,,0.109808,0.015349,,,,
,0.004208,,0.108847,0.016892,,,,
,0.004208,,0.119337,0.014909,,,,
,0.004168,,0.088328,0.015029,,,,
,0.004158,,0.056748,0.014718,,,,
,0.004168,,0.035307,0.015279,,,,
,0.006903,,0.010981,0.019958,,,,
,0.006894,,0.217353,0.017473,,,,
,0.006923,,0.121862,0.018345,,,,
,0.006963,,0.059513,0.017533,,,,
,0.006943,,0.050436,0.017764,,,,
,0.003096,,0.014848,0.016031,,,,
,0.003026,,0.008356,0.014798,,,,
,0.003146,,0.035147,0.015259,,,,
,0.003095,,0.016501,0.014347,,,,
,0.003096,,0.019257,0.014047,,,,
,0.003146,,0.150406,0.013766,,,,
,0.003116,,0.093177,0.030358,,,,
,0.003126,,0.050836,0.016923,,,,
,0.003176,,0.039264,0.014107,,,,
,0.006172,,0.039575,0.019337,,,,
,0.006142,,0.098638,0.016952,,,,
